0,1,2,3,4,5,6,7,8,9,10,11,class
-0.12131997303666095,0.32362019222106986,-0.07743422394940484,-0.04017909366852874,0.15410325182087808,-0.042489821674320236,0.0906492138005117,0.10067877480893138,-0.10769315342497214,-0.013593576789873416,0.004522264487502895,0.08885752152620864,0
-0.17175006204779264,0.5474816196953121,0.2654747006169004,0.18551773742509853,0.3088385538633331,0.1765411599268542,-0.08094111415891381,0.10261713272712929,0.051251445782968606,-0.2338262559355745,0.4672613420882485,0.12248817341861504,0
-0.30298346538370186,-0.8457820177568478,0.22657397970985133,0.24308236660893665,-0.35067252839752017,0.11221182204242951,0.6718513639883048,0.15663857614171775,-0.26934106491631626,-0.2505447648268712,-0.3090298768579143,0.08556678990809499,0
0.021942900545936957,-0.34459737587997885,0.15611183360750094,-0.0826171257705195,0.2812128372994383,0.011385695831174353,0.19285302340440072,0.3809811039532387,0.09029138181615959,-0.20075688940616238,-0.04916686918963576,0.014866846918721689,0
0.19688570231181976,-0.4511745445518969,-0.0332649751744461,0.38287072606001826,-0.09196157448090644,-0.4133511263105053,-0.24101737298026388,-0.03458187174811498,-0.04626780096509931,-0.09540627869179809,-0.5762112565756077,0.3987435302735406,0
-0.052893234410232734,0.016553100122103648,-0.31786191154743276,0.08699500710411046,-0.3409603146327599,-0.08174923654464569,-0.07587262154867375,0.19284626982296277,-0.12930669615207885,0.23384883062245224,0.1732717038615781,0.3478884407585215,0
0.2731966850757661,0.002208543865797486,-0.36416284098109725,-0.049955501409010145,-0.1617000149960386,-0.49421918331535875,0.624244939563127,-0.08325709891861666,-0.36015570216330434,-0.44769776075045814,0.19405924650534043,0.07264443024585997,0
0.2837115432991245,0.09145546773702563,0.05729853810040329,0.13551046698667626,0.021138191071625317,0.2014981053377707,0.033939274767336394,-0.12086067032868182,-0.4007873748563183,-0.3201939836526251,0.04747743701823877,-0.1917918920800563,0
0.07245943563953558,-0.17823021193164565,0.16460633028241084,-0.017945899234398557,-0.06632037138179485,-0.13009038192010053,0.29422285680054794,0.7151500528616638,-0.12739194099252282,0.34409082875201613,-0.1273214039760602,0.12972376554941278,0
0.037527072080780544,0.36751601333368755,0.32061400168108156,0.33433619086173044,0.252857179916207,0.12585519947631627,0.11583857295192368,-0.25607074495387766,0.3623021853669284,0.09189714442828104,0.5614140346599319,-0.061278668483289486,0
0.166683166938367,0.1628496645484234,0.6321901837372977,-0.19933393465099797,-0.06307037708969558,-0.27871660046571406,-0.6872875970478771,0.6585762830209353,-0.26961349007118707,0.20336047778716024,-0.051704900456075405,0.021542387351225958,0
-0.11427356478379032,-0.03608130890533446,0.4491474043444123,0.08061413289583998,0.2850776156271098,0.17480147821700956,-0.45963700712224775,-0.24315882240316022,0.16502140768867943,0.05286156374547339,-0.27121493908635447,0.3181282961465277,0
-0.15238055049291052,0.3935921747024793,-0.10795141176387246,0.007145006199922227,-0.5875105157879986,0.46811120541715645,0.15239677374250155,0.03844441461987563,0.5982212492478584,-0.09717559736410522,0.4982331482681082,0.13420902944838484,0
-0.2608272975636068,0.2268278314568944,0.35950610420790485,-0.7636183618073132,-0.04603572399015188,-0.04792176610152523,0.02002661612677443,-0.3530880449287729,0.7879914807584087,0.348890008041471,-0.16953440051572916,-0.24024823280723026,0
0.06194148023605591,-0.24270776175816536,-0.12598701687353064,0.1672049509756761,0.7243801859592657,0.09527498714630622,0.3401873161001085,-0.14328096239102997,0.2846848975549297,0.6506215759361292,-0.48967765660839335,-0.21350039828933165,0
-0.204490686670805,0.010131145870426756,0.1353492760666252,-0.04155617344450349,0.3488599988537888,0.2527190637217247,-0.26284188211002046,0.07378818906119303,0.3403531501841593,-0.0029800449517366767,-0.43315940134744885,0.22468229415333735,0
-0.23406607011966873,0.6139409944597126,0.5099495536335953,0.5532968760269749,-0.1440195963587305,0.3066297243931109,0.13205267052729835,0.05289541610865556,-0.10238046610143473,0.15681324464604057,-0.5594396979270962,-0.16198521177856234,0
