0,1,2,3,4,class
4.52076506583359,3.248101388204674,6.053544509292237,1.7501068114389327,-5.2820905422645215,0
-1.2655854631985939,-3.5662645124747083,-0.9569881928583417,6.487283043381037,4.8951959641322045,0
-3.1475999502013323,7.309856793803078,3.7264777595139833,0.4418548419835826,3.614118618135013,0
1.7501219491902376,6.668394955649205,-4.267328988163368,-0.9883467189113642,-4.092231884479305,0
-4.133656863282162,5.5371814687454,3.7431800590975612,-2.1906448180392264,-4.601988655800362,0
3.898183194334784,3.7759511727142616,-3.267801609887786,4.9412158334663765,4.437031065957392,0
4.859863840750279,-1.4812159105820477,-0.3853018076384611,-2.6303932558751324,7.770603459567887,0
1.2360824926680376,7.950173424690259,-1.6887682131813122,3.47535995949527,-3.4766969720338263,0
-1.3031438392252461,-5.375608211693361,-6.908949316455137,1.4589154884188602,1.9331334209593383,0
-0.390371120809327,-0.5793930480376392,-5.377195539358777,-6.853044104829333,-4.5711962783379505,0
-3.319167035145176,-2.894100972195883,-7.89755514783849,1.5275459677832615,3.3761505719477896,0
-3.9869992784284447,-6.9368720881629,0.9201533932171841,-2.7407472972359965,4.042613587376687,0
0.5961341348231066,-3.888777114764941,-7.417639419081981,-4.044521781619306,3.213432136761135,0
-0.5023075139544382,-0.5732133525663734,2.508068175196467,-0.7560279428606265,9.532365342930056,0
3.2567124424556564,6.214435957848366,-2.1109350733016736,4.8041332088938145,-3.43004861160773,0
4.607440570380181,-6.5914967679645,4.333076991931659,-0.18050208285226432,1.37221749470336,0
7.57476794676181,1.34535836069033,-4.073747711186475,2.4064771570547485,0.4446451973333616,0
-7.129537881461035,-2.39769445309382,1.2573326395610191,3.381752432743209,-3.7636286383521744,0
-3.0040429116126655,0.38343042774090286,-7.646451310273106,2.952961170434989,3.582934642661172,0
-6.139944264777952,5.318513503743279,1.0483341523536982,1.4003972495304868,-5.070751897143606,0
2.398679891659846,8.231114019271775,-0.10285019682538987,-2.027628837922686,2.7668816755017076,0
-1.7218143985223442,-6.560940415983481,5.464054973966718,-2.763407922058092,2.9537845460660286,0
1.0477566870153314,-5.446013341361322,4.575342431466254,5.4515989945658205,0.9986506697327187,0
-5.163492129102945,-4.864450191446473,-0.9807320705671341,-5.831070599917096,-2.419959364335062,0
-5.22628022364704,3.315066558510333,1.2572659707267029,6.62423142937277,3.7314802214038156,0
-1.5661732777220383,-4.849390502587301,4.786012123175901,-4.260686100163371,4.303745330182597,0
2.419785724815833,7.3543898322821875,-2.693187648494786,3.524701306069213,4.002972831426943,0
2.0234841407035162,-3.2286992192698722,3.268361201122943,1.2282224685338754,-7.535381962424818,0
6.955249646417684,-4.951767780073046,0.5436125028455745,3.9897244932351565,-1.2297399593633234,0
3.007403146144762,-6.852714139724951,-1.4021361377928905,6.017054826769474,-0.19576376317565192,0
-2.782707401429951,-3.112945340802657,-8.820371974859606,0.22298315156021786,-1.4683246374161882,0
3.9688386713911115,-5.4330386854400565,-5.185357824485408,-0.5342420580193412,5.0906314312180445,0
-0.1945760014897715,6.266002405480975,1.9153051257944291,5.651297359181548,-3.296627017101268,0
7.912742430407846,5.089982406326081,-2.847926260460434,1.0056751824118493,0.5673613010966214,0
-2.8466042137518466,-5.222931236017228,-0.16677013487276504,5.825642971657434,4.029507019636023,0
-1.4618393004005998,3.0302810035053103,7.521948901942352,-2.1395378957095224,-4.002196015536117,0
4.255251490463152,5.823682074939484,2.7279650267559408,5.371095940231568,2.3840912854602063,0
4.912217936156221,5.843482432801457,-0.5570001051703954,4.341929172123129,1.9049426294324263,0
1.0464558049337072,-5.989946511514194,1.5213699410534112,6.272332321783601,3.40159883313936,0
0.13260481986955597,-2.5507416560012093,-5.432086770830022,-6.6816923382896976,4.305708638242731,0
-1.5627525695269249,-7.140158298696306,-3.600146688877097,-0.9003352683592158,-4.942741989605888,0
-0.49376731351146574,6.293577815438017,5.889060606222339,-1.3423848589823084,3.598585914317132,0
1.6507199547628755,-0.6635845642001232,-4.945808804930271,6.406836029386852,-4.119350843388849,0
0.6643753247229593,-3.7390758462376343,3.9252848172889205,-5.375367214581724,-4.844792526287667,0
4.618662536438055,3.2105862024921823,-1.20852001260538,1.1911303383389882,-6.915458760629029,0
0.13662977899047135,0.4269327583027849,3.4239027512877023,-7.362848646685882,-4.218955120155112,0
-4.0256543575432335,-3.219269994996914,5.212206598964874,-4.7027462735560395,-3.0415293600189415,0
-3.8969820356620595,2.4988766587433346,-0.4225233850678336,-5.0606884275868635,-5.841674490309165,0
-4.068577778642746,-0.7718937670515658,1.3935585718444123,-0.9939423400795615,8.178430872877847,0
-2.76220355315004,5.678518777496537,-5.590191529026976,3.4003094749766927,2.085627516883271,0
2.4553339449028417,3.7882118524796127,-6.804323748030492,-0.9707029027130325,-4.662689826741304,0
0.38408480863001593,5.30284583911828,0.02394921800025429,2.794166409679381,7.229301107631571,0
-8.022334161004176,4.026033259368271,-1.58719229557253,-0.05646397312687412,3.5059997545841437,0
-6.439751425627948,-5.423747088054299,-3.877450973462679,1.1697904692345773,-2.151698931379644,0
6.5096794558259425,3.248665864700758,3.3352240235295696,4.998161999849781,2.719086660201242,0
4.060666034980953,-7.250553758759968,-2.576908908007713,-4.040753018761272,-2.2131548531966194,0
-3.3322736458599973,7.515741090034599,1.270515915167266,-0.21812275982384577,-5.168790249233006,0
9.051542964445925,-0.6251669697665214,-2.3434164311430123,0.6163358827023462,-3.1681599972215135,0
3.433113630416724,-6.066269726098927,-5.054476785494613,-1.8665551600497405,3.669922896223504,0
4.361336042482854,1.8664292237615658,-7.793598661399368,-3.254226149311725,2.2421589175206673,0
-0.27360573035891456,-1.6784220838287318,-7.352907180052259,6.288983022602238,0.8204470987695149,0
3.475745934666053,0.8518843357878065,-4.572986899963681,1.3688617632158024,-6.7776355910343655,0
-0.1828352547455978,7.199300648445032,-3.678213597427174,-1.1422619779849938,5.765533402047501,0
3.8900989073216508,2.6593310181509278,3.742309146138803,6.982425607787317,3.117197776963831,0
-3.187376174891787,3.6121755013194985,6.90945408090213,1.3765024679680788,4.215929338160674,0
-5.845682225408431,4.339487085474632,2.205743851938287,5.772981871379146,1.7613673971379455,0
-3.50808682494357,2.4584287082524057,-6.4494227107883635,-3.2242799585694275,-4.314313838881835,0
1.2115766792479157,0.8838688378308479,-3.42104096934853,2.92418220210825,8.601171263090535,0
-4.620742388117012,7.3579647174047444,0.23206636112536572,-0.1946818370192993,-2.5488571050195263,0
-7.4379196055033585,1.1798215879321852,4.573147020977144,-0.9637050325017587,-4.404894891352765,0
-1.4889845889258595,-8.627203819612088,2.0247654705566127,-0.9293526935680738,0.5039543243042193,0
-2.323293663237827,7.705969921018408,-2.47510368626439,-4.86023102607658,-1.084638320675964,0
-2.4367059057853435,-7.254172676892477,1.9826702916536547,5.983691311271018,-1.1722812686229247,0
4.129552156328291,-1.7810797551903885,-6.7277828230144205,-5.4842659826380995,-2.00538479978883,0
-2.707384819102816,7.012853586462441,3.8307070570813035,-0.9299934305901036,3.685733601247854,0
6.863918612552499,2.676934738876991,-4.722798787857125,-1.712109482784074,-1.3071485883547105,0
6.734105262276305,0.934241542180418,6.529327246678058,0.34444015706433895,-2.3402580573216696,0
-1.2514876157944208,-4.859788310456354,-6.25213709904112,3.3338095665695313,4.9518338955431815,0
7.414576958266746,2.0636140701128287,2.709563660541436,3.014887211675564,4.752435140338836,0
