0,1,2,3,4,5,6,7,8,class
-0.07796019829937341,0.44663520678505203,-0.1526456718656849,-0.0375844523061409,-0.13666051421812608,-0.08207586350191609,0.1545174016958763,0.2714391536908842,0.01467443176288289,0
0.06321248608036345,-0.20450244901749492,-0.23491259231506673,-0.20186366160534244,-0.1148231369896931,0.005704530574914955,-0.04831255368163603,-0.3934637346453082,-0.025375666479245218,0
-0.00282134070789182,-0.03564391906998684,0.06942806473798944,0.3098602247486681,-0.027634145082311108,0.6411471260196059,0.49881074953002275,-0.21228252087568852,0.13046776880619462,0
0.49443131077591207,-0.06527653981419448,0.2570118028288041,0.4339814275002499,0.029650744977449146,0.41104188642608386,-0.21014863112715879,0.1501778426913908,-0.503116818901719,0
0.5015696997743667,0.5727028486500207,0.13373938418175235,-0.2137158903446317,-0.021030845709990163,-0.05417859329212793,0.381084488068987,0.14010637908543855,0.4447803729608205,0
0.47779265279437017,0.2348050304933082,0.3148760979374084,0.29555588924466764,0.22038287901926243,0.09378334258178941,-0.39023252284801846,0.014268046590203302,0.3357474990905166,0
0.7258289432541658,0.41151064143071525,-0.07292404267124725,0.8036546925803127,0.09241899362722945,0.26342920824037636,0.3170957609861419,0.5125846793082838,0.16044687724391518,0
0.2964288509173724,0.06598775054066036,0.4429106247097912,0.592580375968148,0.9633970150377197,0.08455618727529823,0.3496177602980513,0.41479718520583986,0.25841891210672463,0
0.7523600313187555,0.6980954962395178,0.6311655195410527,0.8404582882023361,-0.17173792824880935,-0.07837837870171926,0.009726519071778683,0.12670474820219946,0.5618834499647051,0
0.5491989977110803,0.5003129196324773,0.5370505602253741,0.5172988906960492,-0.138301232956175,0.25000303968703264,0.8684453650184314,0.030773536810498076,0.41548010180964484,0
0.1695766511533126,-0.024458496287040776,0.2707863670076687,0.03127256662462341,0.12838751508446372,0.23132772475540653,0.11291150182437393,0.32379386087862355,0.686263129214453,0
0.6199599127975048,-0.06516036516087265,0.07125332794700395,-0.013498255161506323,0.033249501465356435,1.028059112945165,0.3704883098858198,0.3491877960448671,0.5891004800910536,0
0.3664930749810914,0.36187863387160163,0.6342350186948364,0.32894258840241164,0.7045810427090405,0.6309180205506745,0.8520352858244027,0.7010341072207065,0.8847416577980244,0
0.06742052240180474,0.5573753522651149,0.4845658119875115,0.30830442136988934,0.9249624215806386,0.2063191796832317,0.5876199001386707,0.34085149215275634,0.36635367171468186,0
0.08514521692333243,0.3489955866872734,1.1925312607965846,1.051311989587726,0.3383343141019286,0.6140848948331448,0.4213164704565663,0.7664492366140394,0.7445151505057261,0
0.2612091641433252,0.2998578327714313,1.1826549835365094,1.1480275099591126,0.6743405444315739,0.8885874586974228,0.37061086531314946,0.12020349403438624,0.22273251608935485,0
1.0269162767268956,0.8739251894551825,0.2473355216089489,0.761887347320006,0.7063750952321332,1.0271863857636494,0.5645672006423937,0.6889737158683071,0.5179557815327116,0
-0.2554240803928294,0.7578872970787789,0.7786219025620988,0.7490364445195061,0.5123840939742743,0.9175045841854088,0.44424734355954915,0.4364352441285748,0.4517315105414767,0
0.4790450387522204,0.6929946713215307,0.6808874550561106,0.29218752187005226,0.9016208510051679,1.0667058268284606,0.5934290945162692,0.7181565753395683,0.8608719025759777,0
0.7141020804756248,0.5652463206758369,0.6026874787576396,0.703973655199954,1.033777686556468,0.916895774324945,0.3568054848089395,0.7190268560561254,0.8578457337021097,0
0.49375634783736294,0.8345269146589486,0.9585988400777347,0.10996697798633348,0.3538593921522867,0.9681021105378744,0.8034126320554407,0.5213690377405061,0.8260440933440594,0
0.4143139946443258,0.6978994622382806,0.8227503675087794,0.18365690274124108,0.570368372803862,2.047817337395531,0.3286837868809968,0.7039169513912766,0.6589668640332541,0
